timestamp,datetime,speed,rpm,gear,throttle,brake
1746024539.1257563,2025-04-30 15:48:59.125758,395.2,1055,1,0.0,0.0
1746024539.2308106,2025-04-30 15:48:59.230812,276.64,1055,1,0.0,0.0
1746024539.3446138,2025-04-30 15:48:59.344615,276.64,1055,1,0.0,0.0
1746024539.4453573,2025-04-30 15:48:59.445358,276.64,1055,1,0.0,0.0
1746024539.5509105,2025-04-30 15:48:59.550913,276.64,1055,1,0.0,0.0
1746024539.6521888,2025-04-30 15:48:59.652190,276.64,1055,1,0.0,0.0
1746024539.7586884,2025-04-30 15:48:59.758689,276.64,1055,1,0.0,0.0
1746024539.858927,2025-04-30 15:48:59.858928,276.64,1055,1,0.0,0.0
1746024539.968779,2025-04-30 15:48:59.968781,276.64,1055,1,0.0,0.0
1746024540.0691888,2025-04-30 15:49:00.069190,276.64,1055,1,0.0,0.0
1746024540.1783125,2025-04-30 15:49:00.178314,276.64,1055,1,0.0,0.0
1746024540.2792764,2025-04-30 15:49:00.279279,276.64,1055,1,0.0,0.0
1746024540.388218,2025-04-30 15:49:00.388219,276.64,1055,1,0.0,0.0
1746024540.4884012,2025-04-30 15:49:00.488403,276.64,1055,1,0.0,0.0
1746024540.5885763,2025-04-30 15:49:00.588577,276.64,1055,1,0.0,0.0
1746024540.6916735,2025-04-30 15:49:00.691675,276.64,1055,1,0.0,0.0
1746024540.798639,2025-04-30 15:49:00.798641,276.64,1055,1,0.0,0.0
1746024540.9085763,2025-04-30 15:49:00.908577,276.64,1055,1,0.0,0.0
1746024541.0102282,2025-04-30 15:49:01.010229,395.2,1055,1,0.0,0.0
1746024541.1094213,2025-04-30 15:49:01.109422,395.1,1055,1,0.0,0.0
1746024541.2186265,2025-04-30 15:49:01.218628,395.1,1055,1,0.0,1.0
1746024541.3191245,2025-04-30 15:49:01.319125,395.1,1055,1,0.0,1.0
1746024541.4191878,2025-04-30 15:49:01.419189,395.1,1055,1,0.0,1.0
1746024541.519485,2025-04-30 15:49:01.519486,395.0,1055,1,0.0,1.0
1746024541.6291482,2025-04-30 15:49:01.629149,395.0,1055,1,0.0,1.0
1746024541.7299192,2025-04-30 15:49:01.729920,395.0,1055,1,1.0,0.0
1746024541.8398194,2025-04-30 15:49:01.839821,394.9,1055,1,1.0,0.0
1746024541.9400833,2025-04-30 15:49:01.940085,395.0,1722,1,1.0,0.0
1746024542.0502548,2025-04-30 15:49:02.050256,397.5,4180,1,1.0,0.0
1746024542.1590466,2025-04-30 15:49:02.159048,400.2,4896,1,1.0,0.0
1746024542.261103,2025-04-30 15:49:02.261104,402.5,5061,1,1.0,0.0
1746024542.369935,2025-04-30 15:49:02.369936,405.1,6223,1,1.0,0.0
1746024542.4716012,2025-04-30 15:49:02.471602,432.9,7153,1,1.0,0.0
1746024542.5705397,2025-04-30 15:49:02.570541,432.9,7406,1,1.0,0.0
1746024542.6808333,2025-04-30 15:49:02.680834,432.9,7467,1,1.0,0.0
1746024542.7894628,2025-04-30 15:49:02.789464,473.2,7467,2,1.0,0.0
1746024542.890225,2025-04-30 15:49:02.890226,473.7,7406,2,1.0,0.0
1746024543.0000265,2025-04-30 15:49:03.000027,474.3,5890,2,1.0,0.0
1746024543.1012213,2025-04-30 15:49:03.101222,474.8,5369,2,1.0,0.0
1746024543.2022579,2025-04-30 15:49:03.202259,475.2,5369,2,1.0,0.0
1746024543.3108215,2025-04-30 15:49:03.310823,475.7,5369,2,1.0,0.0
1746024543.419926,2025-04-30 15:49:03.419927,476.1,5410,2,1.0,0.0
1746024543.5210538,2025-04-30 15:49:03.521054,476.4,5691,2,1.0,0.0
1746024543.6304314,2025-04-30 15:49:03.630433,476.8,6079,2,1.0,0.0
1746024543.7308633,2025-04-30 15:49:03.730864,477.2,6729,2,1.0,0.0
1746024543.8403578,2025-04-30 15:49:03.840359,477.6,6820,2,1.0,0.0
1746024543.9526136,2025-04-30 15:49:03.952615,477.7,6820,3,1.0,0.0
1746024544.0606,2025-04-30 15:49:04.060601,478.0,6820,3,1.0,0.0
1746024544.1606667,2025-04-30 15:49:04.160668,478.3,5966,3,1.0,0.0
1746024544.2701411,2025-04-30 15:49:04.270142,478.6,5966,3,1.0,0.0
1746024544.3705356,2025-04-30 15:49:04.370537,478.3,5916,3,0.0,1.0
1746024544.4802637,2025-04-30 15:49:04.480265,477.4,5798,3,0.0,1.0
1746024544.5899892,2025-04-30 15:49:04.589990,406.3,5549,2,0.0,1.0
1746024544.6905513,2025-04-30 15:49:04.690553,406.1,5388,2,0.0,1.0
1746024544.799841,2025-04-30 15:49:04.799842,406.5,5094,2,0.0,1.0
1746024544.9172428,2025-04-30 15:49:04.917244,410.3,4820,2,0.0,1.0
1746024545.0198977,2025-04-30 15:49:05.019899,460.7,4505,2,0.0,1.0
1746024545.120726,2025-04-30 15:49:05.120727,460.7,4128,2,0.0,1.0
1746024545.2211637,2025-04-30 15:49:05.221165,417.6,3231,2,0.0,1.0
1746024545.3307612,2025-04-30 15:49:05.330762,428.2,2826,2,0.0,1.0
1746024545.4403272,2025-04-30 15:49:05.440328,442.4,2272,2,0.0,1.0
1746024545.54051,2025-04-30 15:49:05.540511,457.2,1690,1,0.0,1.0
1746024545.6501102,2025-04-30 15:49:05.650112,473.2,1289,1,0.0,1.0
1746024545.750594,2025-04-30 15:49:05.750594,488.3,1094,1,0.0,1.0
1746024545.8509421,2025-04-30 15:49:05.850943,503.4,1056,1,0.0,1.0
1746024545.961337,2025-04-30 15:49:05.961339,514.9,1056,1,0.0,1.0
1746024546.0714967,2025-04-30 15:49:06.071498,522.5,1056,1,0.0,0.0
1746024546.180114,2025-04-30 15:49:06.180115,526.9,1056,2,0.0,0.0
1746024546.290363,2025-04-30 15:49:06.290364,527.6,1056,2,0.0,0.0
1746024546.399727,2025-04-30 15:49:06.399728,527.7,1055,2,0.0,0.0
1746024546.5001554,2025-04-30 15:49:06.500156,527.2,1055,2,0.34,0.0
1746024546.6099148,2025-04-30 15:49:06.609916,526.5,1055,2,0.08,0.0
