timestamp,datetime,speed,rpm,gear,throttle,brake
1745759758.7001684,2025-04-27 14:15:58.700170,60.8,3385,3,0.0,0.0
1745759758.8004613,2025-04-27 14:15:58.800462,62.4,2991,3,0.0,0.0
1745759758.9105008,2025-04-27 14:15:58.910502,62.0,2955,3,0.0,0.0
1745759759.0212765,2025-04-27 14:15:59.021277,61.4,2919,3,0.0,0.0
1745759759.1215332,2025-04-27 14:15:59.121534,60.9,2886,3,0.0,0.0
1745759759.2305565,2025-04-27 14:15:59.230557,60.3,2863,3,0.0,0.0
1745759759.340095,2025-04-27 14:15:59.340096,55.1,2464,3,0.0,1.0
1745759759.4404266,2025-04-27 14:15:59.440427,47.6,2179,3,0.0,1.0
1745759759.5404406,2025-04-27 14:15:59.540441,40.8,1892,3,0.0,1.0
1745759759.6506274,2025-04-27 14:15:59.650628,37.0,1771,3,0.0,0.0
1745759759.7605448,2025-04-27 14:15:59.760545,36.4,1733,3,0.0,0.0
1745759759.8701313,2025-04-27 14:15:59.870132,36.0,1721,3,0.0,0.0
1745759759.970557,2025-04-27 14:15:59.970558,31.3,1447,3,0.0,1.0
1745759760.0705879,2025-04-27 14:16:00.070589,25.4,1402,3,0.0,1.0
1745759760.1799827,2025-04-27 14:16:00.179983,18.7,1412,3,0.0,1.0
1745759760.2805128,2025-04-27 14:16:00.280513,12.3,1445,2,0.0,1.0
1745759760.390176,2025-04-27 14:16:00.390177,4.5,1456,2,0.0,0.99
1745759760.4903026,2025-04-27 14:16:00.490304,0.2,1466,2,0.0,0.0
1745759760.5999053,2025-04-27 14:16:00.599907,0.1,1514,1,0.0,0.33
1745759760.7006812,2025-04-27 14:16:00.700682,0.0,1542,R,0.0,0.0
1745759760.8095849,2025-04-27 14:16:00.809587,0.0,1537,R,0.0,0.0
1745759760.9098227,2025-04-27 14:16:00.909824,0.0,1533,R,0.0,0.0
1745759761.0100076,2025-04-27 14:16:01.010008,0.0,1529,1,0.0,0.0
1745759761.1202877,2025-04-27 14:16:01.120289,0.0,1518,1,0.0,0.0
1745759761.2206874,2025-04-27 14:16:01.220688,0.0,1515,1,0.0,0.0
1745759761.3303363,2025-04-27 14:16:01.330337,0.0,1513,1,0.0,0.0
1745759761.4305985,2025-04-27 14:16:01.430600,0.0,1511,1,0.0,0.0
1745759761.5400531,2025-04-27 14:16:01.540054,0.0,1509,1,0.0,0.0
1745759761.6407604,2025-04-27 14:16:01.640761,0.0,1508,1,0.0,0.0
1745759761.7503536,2025-04-27 14:16:01.750354,0.0,1506,1,0.0,0.0
1745759761.8599873,2025-04-27 14:16:01.859988,0.0,1505,1,0.0,0.0
1745759761.9608722,2025-04-27 14:16:01.960874,0.0,1504,1,0.0,0.0
1745759762.0701704,2025-04-27 14:16:02.070171,0.0,1503,1,0.0,0.0
1745759762.171003,2025-04-27 14:16:02.171004,0.1,1526,1,0.04,0.0
1745759762.2832146,2025-04-27 14:16:02.283216,0.3,1756,1,0.29,0.0
1745759762.3905785,2025-04-27 14:16:02.390579,0.6,2586,1,0.36,0.0
1745759762.5007973,2025-04-27 14:16:02.500798,1.0,3012,1,0.3,0.0
1745759762.6008043,2025-04-27 14:16:02.600805,0.9,2941,1,0.23,0.0
1745759762.7105503,2025-04-27 14:16:02.710551,0.6,2702,1,0.24,0.0
1745759762.810598,2025-04-27 14:16:02.810599,0.5,2612,1,0.27,0.0
1745759762.910677,2025-04-27 14:16:02.910678,0.5,2610,1,0.31,0.0
1745759763.021356,2025-04-27 14:16:03.021357,0.5,2648,1,0.37,0.0
1745759763.130291,2025-04-27 14:16:03.130292,0.1,3041,1,0.67,0.0
